0.116583541,0.49909339,0.108688588
0.233167082,0.446372026,0.134091103
0.349750623,1.019729183,0.20405794
0.466334165,1.558573446,0.283736781
0.593516209,1.019729183,0.239681391
0.710099751,0.697648016,0.230890942
0.837281796,1.490504643,0.324590242
0.953865337,2.435940447,0.487455883
1.081047382,3.893166972,0.708747264
1.197630923,5.690514249,1.035952589
1.314214464,7.439010154,1.076384626
1.430798005,9.724757667,1.407119956
1.55798005,13.90049619,0
1.674563591,17.37800829,0
1.791147132,20.31789857,0
1.918329177,32.47245708,0
2.034912718,48.53562272,0
2.162094763,63.44892121,0
2.278678304,77.57056767,0
2.395261845,88.69084403,0
2.52244389,115.9424369,0
2.639027431,154.9897688,0
2.755610973,231.6586306,0
2.872194514,276.9645865,0
2.999376559,354.0714497,0
3.1159601,432.8761281,0
3.232543641,578.6610389,0
3.359725686,691.8309709,0
3.476309227,884.4365191,0
3.592892768,1105.697592,0
3.720074813,1445.439771,0
3.836658354,1767.147201,0
3.953241895,2310.1297,0
4.091022444,2953.269161,0
4.207605985,3610.569902,0
4.313591022,4221.380945,0
4.451371571,5518.463594,0
4.557356608,7054.802311,0
4.684538653,8248.284579,0
4.801122195,10544.60469,0
4.917705736,12606.83476,0
5.044887781,17233.10906,0
5.161471322,16852.59045,4796.343884
5.278054863,22528.24044,0
5.394638404,28800.09626,0
5.511221945,39368.73998,0
5.63840399,42096.15446,0
5.754987531,55030.82969,0
5.882169576,84110.16498,0
5.998753117,100559.7633,18306.80718
6.115336658,84110.16498,19769.60321
6.242518703,94044.48517,20480.25973
6.359102244,171850.783,37424.2962
6.475685786,256860.2907,55936.99042
6.60286783,274655.2335,73731.93322
6.730049875,307094.9871,101634.9923
6.846633416,367154.1867,147460.1939
6.952618454,401454.5307,176800.0156
7.090399002,490805.1272,350239.6122
7.19638404,335784.4699,271443.9081
