11.81326,6120.31191,1796.924386
12.10015,6478.1826,2004.624962
12.3787,7165.29106,2149.377929
12.56803,9200.35599,2697.692903
12.83986,11545.39957,3090.911199
13.15745,14243.74189,3895.407473
13.41518,13967.20085,3666.794552
13.63172,17539.10084,4975.269722
13.91981,19718.94037,5477.565064
14.13711,25730.72931,7044.341457
14.44287,27832.99224,6758.557892
14.6748,29969.37399,8234.6961
14.90737,33349.13005,9494.395202
15.14365,44715.97613,11492.44265
15.37525,47362.64589,11898.40366
15.63743,58151.80286,13242.4834
15.87977,66501.07112,18026.53678
16.12102,71991.12975,19474.73296
16.38309,87907.25231,22502.967
16.64539,108525.912,23387.38235
16.89727,126152.104,28303.64534
17.14937,148258.1492,39085.24659
17.40959,164922.0053,37028.99477
17.66082,185502.8541,44425.44454
17.91477,239309.7296,50234.40211
18.1403,297198.3171,65710.80476
18.39131,330639.94,84192.35869
18.67051,377941.8893,93019.78563
18.88694,471999.4206,123954.7794
19.17917,653604.6391,149248.6291
19.38345,704011.4205,140183.5509
19.70093,863800.2411,196154.8823
